epoch,train_loss,train_mAP,train_AUC,test_loss,test_mAP,test_AUC
1,0.07767292590727187,0.039482331587980014,0.6035165161635477,0.08885538114074411,0.09895545956805149,0.7377844074529185
2,0.04542443352955449,0.10770114455627028,0.8173316349138665,0.07565680797332987,0.13224424830230702,0.8150263233382731
3,0.04338286300883863,0.1268590518040478,0.8745770530610364,0.07372362720684948,0.1467247127293121,0.8302597884553186
4,0.042636781581001156,0.13858287514106432,0.8847694640910341,0.0734265796747705,0.1552683037621306,0.8398218660733281
5,0.04196425272858493,0.14590204727254957,0.8928515263218668,0.0775093507131265,0.16043399509828915,0.8423772546083643
6,0.04326280579825709,0.14996066844017644,0.8918954361432074,0.07347930264768916,0.164126534234367,0.8470696155271381
7,0.041815454426845325,0.15634908706185877,0.8957476565667986,0.07366957035133792,0.17217432520288387,0.8474485132069682
8,0.04108624143884883,0.1621808427926836,0.8992549226869704,0.073884626798599,0.1771982339908587,0.8514351267116064
9,0.04109121194294012,0.16556596767291104,0.9001930332236106,0.07349384210762734,0.182254430691494,0.8516124228739804
10,0.040906125843388166,0.1683052825207941,0.90047336115906,0.07315242558633252,0.18154232454113747,0.8523462767593303
11,0.040812640799316686,0.17552015917284514,0.9035209603227754,0.07418616466037037,0.18487725485628967,0.8543856426109173
12,0.04072027689993879,0.1762667812020824,0.9043087878839151,0.07333792234008035,0.18756111730394817,0.8562592264355405
13,0.04017016117766617,0.18317810608204632,0.9056708352670776,0.0742052555879462,0.18902223418757153,0.8559047746812964
14,0.040475687965723775,0.18298028223952512,0.9059251468203949,0.07354251650415923,0.19407035527023692,0.8583577466909048
15,0.04028773853253505,0.18482691678807384,0.9051459465617927,0.07351066285035918,0.19218810413254764,0.8571521941740008
16,0.040487665261451096,0.18791540321186828,0.9049885701887009,0.072538462206146,0.19765975261896787,0.8603714462757679
17,0.04003243565323681,0.19067436381286143,0.907306589365303,0.07356040311904262,0.19618241333115918,0.8580093979609127
18,0.03981460232156879,0.19215583987929827,0.9102899856022074,0.0755090271818674,0.1991425471253896,0.8620389500649632
19,0.04032287012740387,0.19713616938973025,0.9046890575321257,0.07568044151465234,0.1996309967219008,0.8593481127313283
20,0.040113373635134786,0.1941618360119625,0.9061886527274889,0.0742530509918366,0.20490482630760454,0.8612681553101291
21,0.03975238189954564,0.19899806773744086,0.9081840351603612,0.07428534950013443,0.20074590083401211,0.8600754351471079
22,0.039618980842248505,0.20207618035685662,0.9094654333076961,0.07495806706400575,0.2049790723453072,0.8614481263450395
23,0.0395938255469725,0.20359118775126464,0.9096469941556947,0.0789771364444151,0.20590946723959366,0.8627485154043261
24,0.04020313168240002,0.20568549003431758,0.9065297549496154,0.07388227759507171,0.2087960271144234,0.8618018185192478
25,0.03949964473532617,0.20537544939377803,0.9105907805539463,0.07375311646066142,0.20989378086464192,0.8648219715467189
26,0.03924417358377579,0.20798584618058388,0.9131885572250001,0.07444522797539954,0.20761599030484568,0.8661455128535372
27,0.039933522774083643,0.210618543229806,0.9090776173520296,0.07508085474703986,0.20651887125551915,0.8631755512227554
28,0.03926080332586369,0.21338945575840584,0.9135205873900542,0.07399667674398308,0.209790035250889,0.8649007274175107
29,0.03904590850729341,0.21099355610254314,0.9131361845902677,0.0760409490123148,0.20871751752551546,0.865754995881508
30,0.0392240214657677,0.21193660839188205,0.9109273739789205,0.0741732121733711,0.2153367809188387,0.8668590605182698
31,0.03922969675102499,0.21273049459838858,0.9125985489505907,0.07785803377890492,0.21398457729718143,0.8649518147768172
32,0.0396264790579286,0.2162677759366019,0.9100421571321483,0.07533982808489323,0.21444625791736094,0.8668363534125035
33,0.03906719498065325,0.21543536439258942,0.912291184553684,0.0762964217260796,0.2211838986143399,0.8693977829920879
34,0.039545908325489494,0.21749278819355286,0.911402518542355,0.07324142132674293,0.21745675722756583,0.8692586952762145
35,0.03883212032328096,0.21987917310889268,0.9132332243544216,0.07520059942172345,0.21626257052971226,0.8678733228670393
36,0.039160412097547004,0.2203044930981237,0.9138704808567613,0.0754472922914982,0.22148828894536735,0.8697222614152159
37,0.03899269140207406,0.21976367854303366,0.9139102768044222,0.07601023656993816,0.21539622112337406,0.8660558695187632
38,0.03888348722596254,0.22380617369889094,0.9149386528912032,0.07624473799846236,0.22513476743593877,0.8677030872229523
39,0.0392122879611272,0.22354457971693642,0.9146622122911071,0.07574244314760432,0.22589977610258685,0.8707547930573805
40,0.03924054570428062,0.21994085110390976,0.9140012738736166,0.08171740386246551,0.22384253719128175,0.8687871564435382
41,0.03889258564779263,0.22571967639603954,0.9152972790557681,0.07339865053328365,0.22515765071735663,0.8719000818004845
42,0.038498865933452725,0.2273943153315163,0.9162629589603023,0.07539014547936565,0.2230180869992061,0.8691118126729029
43,0.03898499902080076,0.22583966086109433,0.9147762777986307,0.07518546255972655,0.226064032335473,0.8711670520440413
44,0.038916342437299314,0.22736094061451145,0.9163075349819398,0.07298245252070103,0.2262218501591066,0.8704368732989911
45,0.038757684814228956,0.23118635993074815,0.9168595613549152,0.07307997835444491,0.22901366189271555,0.8684955639009496
46,0.038191891108887654,0.2333626500810067,0.9179084598781505,0.07459209478066914,0.22229756301450035,0.8686709610722638
47,0.038567406229624984,0.23347635131646505,0.9188423021125266,0.0757352838740765,0.22523068027693285,0.870596071583121
48,0.038747547449437585,0.2295106819022223,0.9146733014269673,0.07374472649191414,0.22437389826385412,0.8687324306625193
49,0.0379408430827349,0.23560379171988757,0.9201514644672861,0.07626566598462214,0.22684151552869714,0.8710396700514587
50,0.03879565210705686,0.23026578487624824,0.9156989817301724,0.08242217711896774,0.22866656719521125,0.8721261789493547
