epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
1,1.2074648471370846,58.020781106827336,95.36107605331858,1.132849458605051,66.650390625,94.23828125
2,1.0057570432050704,64.95427119171522,97.39389014712746,1.0976364612579346,66.69921875,94.5068359375
3,0.9403276701112503,67.26889230822427,97.84166940405595,1.082187321037054,67.87109375,93.994140625
4,0.8987016824880755,68.68968378831624,98.10757075430922,1.0928683802485466,67.4560546875,94.0185546875
