epoch,train_loss,train_mAP,train_AUC,test_loss,test_mAP,test_AUC
1,0.06474216116891195,0.09390349770996867,0.7823231135624178,0.06024204186699005,0.27036687018581085,0.8894339856123
2,0.029882770110623177,0.3335747211527529,0.9488244366040852,0.05651265150113587,0.33439978746638344,0.9107746678398274
3,0.027887353376852653,0.3856271911960403,0.9580170986369498,0.05871681499504942,0.35408899687887596,0.916187695159573
4,0.02733480071381876,0.4057819241136903,0.9619082951424153,0.0576418706907469,0.3555659226850889,0.9107571033634724
5,0.026726062550576253,0.42688265447196533,0.9630141361510661,0.05905366684287836,0.3691624480072363,0.9172476593377533
6,0.026480862969296266,0.4351521386767335,0.9641877227798833,0.06151826429903484,0.35493103110353075,0.9091163176636472
7,0.026116035217916233,0.44343719517453783,0.9657848849060039,0.060508497245591555,0.3646792213772929,0.9105279688468148
8,0.02580420634573031,0.45202836220834447,0.9669195806493965,0.06285933463838504,0.3601007713814745,0.9074573834266064
9,0.025692633245641736,0.4601207180176216,0.9672814770120781,0.058239375106286136,0.3883624916190432,0.9211796928303991
10,0.025798920219178394,0.45653355835671205,0.9666673005835407,0.06048435561596333,0.3620559993488627,0.9132842370938843
11,0.026018404314949287,0.4559887135095122,0.9669861037718984,0.06088114809235768,0.35483178324572384,0.9093833590556337
12,0.02567399165828203,0.46581380593613786,0.9677186596119676,0.05842043608904042,0.381976768781501,0.9192327938856205
13,0.0248613698874601,0.48049164257986704,0.9696281078795893,0.06199631256910407,0.37072173305531825,0.9160336292948918
14,0.025215294122621718,0.4760758757574169,0.9690183825676173,0.06111261988712824,0.37428490600828623,0.9135225388398495
15,0.024780338520411227,0.48819208314563284,0.9699705860874979,0.0583856375131535,0.38364429622586704,0.9187449043674447
16,0.024399786727530313,0.4956290050516794,0.9713251635060937,0.05768306668953029,0.39665433423759466,0.9231511121102378
17,0.024324367730108747,0.4990080250144597,0.9712201892039354,0.057764193473318064,0.39272924499638134,0.9223180261877474
18,0.024386837109119486,0.4977195408437069,0.9712742817764567,0.0618649125574356,0.3841650947198572,0.9194008569252674
19,0.024192496318147676,0.5082467250336207,0.9721969346361575,0.06560980500082632,0.36208544832597256,0.910430546522787
20,0.024105014600762163,0.5082701939481312,0.9718369867201531,0.05884347633987464,0.3987823573472997,0.9201763051802562
21,0.02451905067252594,0.500539640140133,0.9714192997098573,0.05960970776150675,0.3904526305730158,0.9194683841214359
22,0.024070253185133086,0.5102668244617654,0.9727450167261594,0.05980441724136362,0.3934234232354039,0.9199781291526073
23,0.023652086193100733,0.5160255011759238,0.9730858788048462,0.060247364299130246,0.3856222221021817,0.917553691468956
24,0.02413089332693531,0.5100390766160481,0.9718629880147222,0.059531297192251316,0.38543538147165407,0.9231065385572711
25,0.023867370063435464,0.5128505801127575,0.9726183775850618,0.062226487206031696,0.3860454963266139,0.9161406009359107
26,0.02339443307374858,0.5238897801247581,0.9740560947344302,0.0588569324099488,0.40665879529740834,0.9242681497672578
27,0.02325622873921032,0.5271561267425383,0.9744206584130403,0.061933327664511664,0.37935092608437315,0.9179217291863792
28,0.023718059641675417,0.5192925841003336,0.9733003569040887,0.06285124544013125,0.4005865679717225,0.9208178608450973
29,0.023247060299818854,0.5276772984859069,0.9736653971136663,0.06664115082144492,0.3373100676770901,0.8962737365461954
30,0.023744775560232412,0.5168053299845664,0.9728280092730012,0.05989989084450599,0.3993341482224001,0.9251457107798848
31,0.0234098319690459,0.5233844010870138,0.9743742339788365,0.05821669341432111,0.3986607947428918,0.9218656806535543
32,0.02344481287989606,0.5302634370319342,0.9740812645871207,0.05541707140291329,0.4220560709614851,0.9289244545711878
33,0.022651879414163086,0.5416627001574834,0.9756744093019664,0.059448910007959134,0.4014105333942996,0.9241131760512039
34,0.022589513014339816,0.5447566197495868,0.9755219301244985,0.05634766106953743,0.4111570606896639,0.9270170671782736
35,0.022964854336998946,0.5400401819314334,0.9746681139918468,0.06078599826904752,0.3837949809717944,0.9191795320683799
36,0.022931708749986596,0.5389902071023386,0.9750299049017476,0.05811170113226813,0.40350166510881835,0.9247699200814448
37,0.023153491602946944,0.5354199945855802,0.9749744304362824,0.05834405767055839,0.41144673684877825,0.9237247412796146
38,0.02264951762412696,0.5456799917697874,0.9755586397098803,0.0611419145585158,0.3902797446347931,0.9190493166897744
39,0.02254546264900623,0.5481732982188297,0.9756279495741614,0.05973284761209739,0.39781861861035517,0.9212101268582044
40,0.02290230855780037,0.5374331824244167,0.9754956944753498,0.06301284747879307,0.3880033533227964,0.9174681035457064
41,0.02289833467062147,0.5415060200127532,0.9753778998663063,0.05983526133949014,0.4100739210843949,0.9256643464604289
42,0.02248302650015603,0.5485500049007835,0.9761416642392482,0.06254040335943425,0.3922079548853122,0.9216513854310068
43,0.02219644637268886,0.5543805342596229,0.9767291612199895,0.060752322337847865,0.3904673738194866,0.918945748620411
44,0.02276025954198367,0.5426746661266332,0.975584367735913,0.061376225696837504,0.4111290213085492,0.9224619068931552
45,0.022892311470749403,0.5426831925703808,0.9751463167619235,0.05949787670523787,0.3991266125258963,0.9240840654666829
46,0.022769975898956428,0.5464479795654834,0.9755170268949291,0.05925020282153579,0.41297495506942966,0.9248596014986334
47,0.022935716980111695,0.5410933592989734,0.9755060976859322,0.06326170028160481,0.39889308004430774,0.9156424552799618
48,0.0225885063044242,0.5495181126839933,0.9760746669491982,0.05861342967782898,0.4087324197731521,0.9223890658253514
49,0.02238574596889863,0.5548912241802211,0.9765733560061816,0.06506136581268919,0.38235700645835735,0.9167950669831447
50,0.02241583945819734,0.5528964924420035,0.9760325149804666,0.057559679540071004,0.41245910347475595,0.9248886127270768
